experiment_id,start_utc,end_utc,benchmark_type,instance,source_instance,algorithm,algorithm_role,algorithm_version,seed,customer_count,station_count,vehicle_capacity,battery_capacity,battery_theoretical_lower_bound,battery_structural_lower_bound,battery_ratio,time_window_pressure,distance_metric,vehicle_count,objective_value,total_distance,total_energy,total_charged_energy,total_charging_time,status,feasible,proven_optimal,best_known_value,relative_gap,lower_bound,root_lower_bound,final_lower_bound,incumbent,optimality_gap,first_feasible_time,best_time,runtime_seconds,cpu_time_seconds,wall_clock_seconds,iterations,accepted_moves,rejected_moves,alns_destroy_statistics,alns_repair_statistics,charging_subproblem_calls,charging_subproblem_average_seconds,bpc_nodes,bpc_generated_columns,bpc_active_columns,bpc_pricing_iterations,forward_labels,backward_labels,joined_labels,labels_pruned,cuts_added,peak_memory_mb,failure_reason,raw_log_path,solution_path,threads,time_limit_seconds
primary-r101_21-ga_vrptw-2014,2026-07-12T17:08:19.746702+00:00,2026-07-12T17:08:21.953439+00:00,Primary,r101_21,r101_21,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2014,100,21,200.0,62.14,17.88854381999832,35.77708763999664,1.7368658015229617,1.0,EUC_2D (unrounded Euclidean distance),82,4531.770265975092,4531.770265975092,4531.770265975092,0.0,0.0,invalid,False,False,nan,,,,,,,,,2.2067379170002823,2.20500100000001,2.2067379170002823,,,,,,,,,,,,,,,,,119.015625,battery depleted on leg 2 (C90->D0) | battery depleted on leg 2 (C19->D0) | battery depleted on leg 2 (C11->D0) | battery depleted on leg 2 (C66->D0) | battery depleted on leg 2 (C71->D0) | battery depleted on leg 2 (C36->D0) | battery depleted on leg 2 (C34->D0) | battery depleted on leg 2 (C86->D0) | battery depleted on leg 2 (C38->D0) | battery depleted on leg 2 (C65->D0) | battery depleted on leg 2 (C44->D0) | battery depleted on leg 2 (C39->D0) | battery depleted on leg 2 (C46->D0) | battery depleted on leg 2 (C67->D0) | battery depleted on leg 2 (C32->D0) | battery depleted on leg 2 (C25->D0) | battery depleted on leg 2 (C64->D0) | battery depleted on leg 2 (C47->D0) | battery depleted on leg 2 (C9->D0) | battery depleted on leg 2 (C23->D0) | battery depleted on leg 2 (C35->D0) | battery depleted on leg 2 (C49->D0) | battery depleted on leg 2 (C20->D0) | battery depleted on leg 2 (C14->D0) | battery depleted on leg 2 (C63->D0) | battery depleted on leg 2 (C43->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-r101_21-ga_vrptw-2014.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-r101_21-ga_vrptw-2014.json,1,30.0
primary-r101_21-ga_vrptw-2015,2026-07-12T17:08:21.967974+00:00,2026-07-12T17:08:24.337619+00:00,Primary,r101_21,r101_21,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2015,100,21,200.0,62.14,17.88854381999832,35.77708763999664,1.7368658015229617,1.0,EUC_2D (unrounded Euclidean distance),85,4511.785166075192,4511.785166075192,4511.785166075192,0.0,0.0,invalid,False,False,nan,,,,,,,,,2.369646750001266,2.315620999999993,2.369646750001266,,,,,,,,,,,,,,,,,119.015625,battery depleted on leg 2 (C66->D0) | battery depleted on leg 2 (C32->D0) | battery depleted on leg 2 (C47->D0) | battery depleted on leg 2 (C71->D0) | battery depleted on leg 2 (C39->D0) | battery depleted on leg 2 (C20->D0) | battery depleted on leg 2 (C23->D0) | battery depleted on leg 2 (C43->D0) | battery depleted on leg 2 (C38->D0) | battery depleted on leg 2 (C64->D0) | battery depleted on leg 2 (C49->D0) | battery depleted on leg 2 (C63->D0) | battery depleted on leg 2 (C9->D0) | battery depleted on leg 2 (C90->D0) | battery depleted on leg 2 (C65->D0) | battery depleted on leg 2 (C25->D0) | battery depleted on leg 2 (C11->D0) | battery depleted on leg 2 (C67->D0) | battery depleted on leg 2 (C44->D0) | battery depleted on leg 2 (C14->D0) | battery depleted on leg 2 (C86->D0) | battery depleted on leg 2 (C35->D0) | battery depleted on leg 2 (C36->D0) | battery depleted on leg 2 (C34->D0) | battery depleted on leg 2 (C19->D0) | battery depleted on leg 2 (C46->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-r101_21-ga_vrptw-2015.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-r101_21-ga_vrptw-2015.json,1,30.0
primary-r101_21-ga_vrptw-2016,2026-07-12T17:08:24.351546+00:00,2026-07-12T17:08:26.576317+00:00,Primary,r101_21,r101_21,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2016,100,21,200.0,62.14,17.88854381999832,35.77708763999664,1.7368658015229617,1.0,EUC_2D (unrounded Euclidean distance),83,4498.842830266418,4498.842830266418,4498.842830266418,0.0,0.0,invalid,False,False,nan,,,,,,,,,2.2247744999986026,2.221609000000001,2.2247744999986026,,,,,,,,,,,,,,,,,119.015625,battery depleted on leg 2 (C71->D0) | battery depleted on leg 2 (C44->D0) | battery depleted on leg 2 (C39->D0) | battery depleted on leg 2 (C47->D0) | battery depleted on leg 2 (C86->D0) | battery depleted on leg 2 (C66->D0) | battery depleted on leg 2 (C63->D0) | battery depleted on leg 2 (C32->D0) | battery depleted on leg 2 (C9->D0) | battery depleted on leg 2 (C35->D0) | battery depleted on leg 2 (C65->D0) | battery depleted on leg 2 (C90->D0) | battery depleted on leg 2 (C25->D0) | battery depleted on leg 2 (C43->D0) | battery depleted on leg 2 (C14->D0) | battery depleted on leg 2 (C67->D0) | battery depleted on leg 2 (C38->D0) | battery depleted on leg 2 (C36->D0) | battery depleted on leg 2 (C46->D0) | battery depleted on leg 2 (C23->D0) | battery depleted on leg 2 (C64->D0) | battery depleted on leg 2 (C20->D0) | battery depleted on leg 2 (C34->D0) | battery depleted on leg 2 (C19->D0) | battery depleted on leg 2 (C49->D0) | battery depleted on leg 2 (C11->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-r101_21-ga_vrptw-2016.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-r101_21-ga_vrptw-2016.json,1,30.0
primary-rc101_21-branch_price_and_cut-0,2026-07-12T17:08:26.591576+00:00,2026-07-12T17:08:26.591576+00:00,Primary,rc101_21,rc101_21,BRANCH_PRICE_AND_CUT,small-scale exact theoretical reference,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,0,100,21,200.0,79.69,24.351591323771842,48.703182647543684,1.6362380375981262,1.0,EUC_2D (unrounded Euclidean distance),,,,,,,not_applicable,False,False,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,exact enumerated-column BPC is limited to at most 8 customers,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-rc101_21-branch_price_and_cut-0.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-rc101_21-branch_price_and_cut-0.json,1,30.0
primary-rc101_21-or_tools_vrptw-0,2026-07-12T17:09:56.684889+00:00,2026-07-12T17:09:56.890674+00:00,Primary,rc101_21,rc101_21,OR_TOOLS_VRPTW,classical VRPTW baseline; no charging optimization,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,0,100,21,200.0,79.69,24.351591323771842,48.703182647543684,1.6362380375981262,1.0,EUC_2D (unrounded Euclidean distance),16,1612.0475334119171,1612.0475334119171,1612.0475334119171,0.0,0.0,invalid,False,False,nan,,,,,,,,,0.20578475000002072,0.20555899999999383,0.20578475000002072,,,,,,,,,,,,,,,,,119.125,battery depleted on leg 7 (C29->C34) | battery depleted on leg 8 (C34->C67) | arrival at C67 (204.136) exceeds due date 204 | battery depleted on leg 9 (C67->D0) | battery depleted on leg 7 (C20->C56) | battery depleted on leg 8 (C56->D0) | battery depleted on leg 7 (C83->D0) | battery depleted on leg 6 (C1->D0) | battery depleted on leg 10 (C35->C61) | battery depleted on leg 11 (C61->D0) | battery depleted on leg 6 (C9->C98) | battery depleted on leg 7 (C98->D0) | battery depleted on leg 5 (C89->C51) | battery depleted on leg 6 (C51->D0) | battery depleted on leg 5 (C77->C25) | battery depleted on leg 6 (C25->C21) | battery depleted on leg 7 (C21->C48) | battery depleted on leg 8 (C48->D0) | battery depleted on leg 7 (C30->C50) | battery depleted on leg 8 (C50->D0) | battery depleted on leg 7 (C17->C60) | battery depleted on leg 8 (C60->D0) | battery depleted on leg 8 (C46->D0) | battery depleted on leg 5 (C97->C86) | battery depleted on leg 6 (C86->D0) | battery depleted on leg 7 (C81->D0) | battery depleted on leg 7 (C88->C82) | battery depleted on leg 8 (C82->C90) | battery depleted on leg 9 (C90->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-rc101_21-or_tools_vrptw-0.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-rc101_21-or_tools_vrptw-0.json,1,30.0
primary-rc101_21-ga_vrptw-2014,2026-07-12T17:09:56.903707+00:00,2026-07-12T17:09:59.134191+00:00,Primary,rc101_21,rc101_21,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2014,100,21,200.0,79.69,24.351591323771842,48.703182647543684,1.6362380375981262,1.0,EUC_2D (unrounded Euclidean distance),80,5846.726113230751,5846.726113230751,5846.726113230751,0.0,0.0,invalid,False,False,nan,,,,,,,,,2.230488458000764,2.228206,2.230488458000764,,,,,,,,,,,,,,,,,119.15625,battery depleted on leg 2 (C28->D0) | battery depleted on leg 2 (C76->D0) | battery depleted on leg 2 (C35->D0) | battery depleted on leg 2 (C89->D0) | battery depleted on leg 2 (C40->D0) | battery depleted on leg 2 (C32->D0) | battery depleted on leg 2 (C18->D0) | battery depleted on leg 2 (C16->D0) | battery depleted on leg 2 (C58->D0) | battery depleted on leg 2 (C33->D0) | battery depleted on leg 2 (C97->D0) | battery depleted on leg 2 (C75->D0) | battery depleted on leg 2 (C36->D0) | battery depleted on leg 2 (C5->D0) | battery depleted on leg 2 (C26->D0) | battery depleted on leg 2 (C19->D0) | battery depleted on leg 2 (C29->D0) | battery depleted on leg 2 (C34->D0) | battery depleted on leg 2 (C21->D0) | battery depleted on leg 2 (C31->D0) | battery depleted on leg 2 (C59->D0) | battery depleted on leg 2 (C77->D0) | battery depleted on leg 2 (C48->D0) | battery depleted on leg 2 (C27->D0) | battery depleted on leg 2 (C30->D0) | battery depleted on leg 2 (C17->D0) | battery depleted on leg 2 (C37->D0) | battery depleted on leg 2 (C25->D0) | battery depleted on leg 2 (C23->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-rc101_21-ga_vrptw-2014.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-rc101_21-ga_vrptw-2014.json,1,30.0
primary-rc101_21-ga_vrptw-2015,2026-07-12T17:09:59.148101+00:00,2026-07-12T17:10:01.375020+00:00,Primary,rc101_21,rc101_21,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2015,100,21,200.0,79.69,24.351591323771842,48.703182647543684,1.6362380375981262,1.0,EUC_2D (unrounded Euclidean distance),83,6059.243970265868,6059.243970265868,6059.243970265868,0.0,0.0,invalid,False,False,nan,,,,,,,,,2.2269215839987737,2.224509000000012,2.2269215839987737,,,,,,,,,,,,,,,,,119.15625,battery depleted on leg 2 (C97->D0) | battery depleted on leg 2 (C35->D0) | battery depleted on leg 2 (C16->D0) | battery depleted on leg 2 (C32->D0) | battery depleted on leg 2 (C89->D0) | battery depleted on leg 2 (C77->D0) | battery depleted on leg 2 (C27->D0) | battery depleted on leg 2 (C29->D0) | battery depleted on leg 2 (C34->D0) | battery depleted on leg 2 (C31->D0) | battery depleted on leg 2 (C76->D0) | battery depleted on leg 2 (C36->D0) | battery depleted on leg 2 (C30->D0) | battery depleted on leg 2 (C23->D0) | battery depleted on leg 2 (C37->D0) | battery depleted on leg 2 (C17->D0) | battery depleted on leg 2 (C40->D0) | battery depleted on leg 2 (C58->D0) | battery depleted on leg 2 (C21->D0) | battery depleted on leg 2 (C33->D0) | battery depleted on leg 2 (C48->D0) | battery depleted on leg 2 (C26->D0) | battery depleted on leg 2 (C18->D0) | battery depleted on leg 2 (C28->D0) | battery depleted on leg 2 (C19->D0) | battery depleted on leg 2 (C25->D0) | battery depleted on leg 2 (C75->D0) | battery depleted on leg 2 (C5->D0) | battery depleted on leg 2 (C59->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-rc101_21-ga_vrptw-2015.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-rc101_21-ga_vrptw-2015.json,1,30.0
primary-rc101_21-ga_vrptw-2016,2026-07-12T17:10:01.388668+00:00,2026-07-12T17:10:03.618834+00:00,Primary,rc101_21,rc101_21,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2016,100,21,200.0,79.69,24.351591323771842,48.703182647543684,1.6362380375981262,1.0,EUC_2D (unrounded Euclidean distance),86,6041.032248641398,6041.032248641398,6041.032248641398,0.0,0.0,invalid,False,False,nan,,,,,,,,,2.230171416998928,2.227753000000007,2.230171416998928,,,,,,,,,,,,,,,,,119.15625,battery depleted on leg 2 (C32->D0) | battery depleted on leg 2 (C33->D0) | battery depleted on leg 2 (C16->D0) | battery depleted on leg 2 (C27->D0) | battery depleted on leg 2 (C36->D0) | battery depleted on leg 2 (C34->D0) | battery depleted on leg 2 (C28->D0) | battery depleted on leg 2 (C89->D0) | battery depleted on leg 2 (C58->D0) | battery depleted on leg 2 (C97->D0) | battery depleted on leg 2 (C37->D0) | battery depleted on leg 2 (C23->D0) | battery depleted on leg 2 (C75->D0) | battery depleted on leg 2 (C21->D0) | battery depleted on leg 2 (C29->D0) | battery depleted on leg 2 (C48->D0) | battery depleted on leg 2 (C59->D0) | battery depleted on leg 2 (C31->D0) | battery depleted on leg 2 (C18->D0) | battery depleted on leg 2 (C77->D0) | battery depleted on leg 2 (C17->D0) | battery depleted on leg 2 (C26->D0) | battery depleted on leg 2 (C30->D0) | battery depleted on leg 2 (C40->D0) | battery depleted on leg 2 (C19->D0) | battery depleted on leg 2 (C5->D0) | battery depleted on leg 2 (C25->D0) | battery depleted on leg 2 (C76->D0) | battery depleted on leg 2 (C35->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/primary-rc101_21-ga_vrptw-2016.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/primary-rc101_21-ga_vrptw-2016.json,1,30.0
stress-c101C5_battery_stress-or_tools_vrptw-0,2026-07-12T17:10:03.759895+00:00,2026-07-12T17:10:03.761423+00:00,Stress,c101C5_battery_stress,c101C5,OR_TOOLS_VRPTW,classical VRPTW baseline; no charging optimization,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,0,5,3,200.0,62.43748873873773,29.732137494637012,59.464274989274024,1.05,1.0,EUC_2D (unrounded Euclidean distance),3,234.71709679263063,234.71709679263063,234.71709679263063,0.0,0.0,invalid,False,False,250.0379675903926,,,,,,,,,0.0015249159987433814,0.0015250000000150976,0.0015249159987433814,,,,,,,,,,,,,,,,,119.15625,battery depleted on leg 3 (C85->D0) | battery depleted on leg 2 (C12->C100) | battery depleted on leg 3 (C100->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/stress-c101C5_battery_stress-or_tools_vrptw-0.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/stress-c101C5_battery_stress-or_tools_vrptw-0.json,1,30.0
stress-c101C5_battery_stress-ga_vrptw-2014,2026-07-12T17:10:03.772720+00:00,2026-07-12T17:10:03.870824+00:00,Stress,c101C5_battery_stress,c101C5,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2014,5,3,200.0,62.43748873873773,29.732137494637012,59.464274989274024,1.05,1.0,EUC_2D (unrounded Euclidean distance),5,296.0921118198048,296.0921118198048,296.0921118198048,0.0,0.0,invalid,False,False,250.0379675903926,,,,,,,,,0.09810191600263352,0.09801700000002711,0.09810191600263352,,,,,,,,,,,,,,,,,119.15625,battery depleted on leg 2 (C100->D0) | battery depleted on leg 2 (C12->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/stress-c101C5_battery_stress-ga_vrptw-2014.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/stress-c101C5_battery_stress-ga_vrptw-2014.json,1,30.0
stress-c101C5_battery_stress-ga_vrptw-2015,2026-07-12T17:10:03.884828+00:00,2026-07-12T17:10:03.982726+00:00,Stress,c101C5_battery_stress,c101C5,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2015,5,3,200.0,62.43748873873773,29.732137494637012,59.464274989274024,1.05,1.0,EUC_2D (unrounded Euclidean distance),5,296.0921118198048,296.0921118198048,296.0921118198048,0.0,0.0,invalid,False,False,250.0379675903926,,,,,,,,,0.09789533399816719,0.09779699999995728,0.09789533399816719,,,,,,,,,,,,,,,,,119.15625,battery depleted on leg 2 (C100->D0) | battery depleted on leg 2 (C12->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/stress-c101C5_battery_stress-ga_vrptw-2015.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/stress-c101C5_battery_stress-ga_vrptw-2015.json,1,30.0
stress-c101C5_battery_stress-ga_vrptw-2016,2026-07-12T17:10:03.994176+00:00,2026-07-12T17:10:04.092053+00:00,Stress,c101C5_battery_stress,c101C5,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2016,5,3,200.0,62.43748873873773,29.732137494637012,59.464274989274024,1.05,1.0,EUC_2D (unrounded Euclidean distance),5,296.0921118198048,296.0921118198048,296.0921118198048,0.0,0.0,invalid,False,False,250.0379675903926,,,,,,,,,0.09787670800142223,0.09776099999999133,0.09787670800142223,,,,,,,,,,,,,,,,,119.15625,battery depleted on leg 2 (C100->D0) | battery depleted on leg 2 (C12->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/stress-c101C5_battery_stress-ga_vrptw-2016.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/stress-c101C5_battery_stress-ga_vrptw-2016.json,1,30.0
stress-r105C5_battery_stress-or_tools_vrptw-0,2026-07-12T17:10:04.217180+00:00,2026-07-12T17:10:04.218660+00:00,Stress,r105C5_battery_stress,r105C5,OR_TOOLS_VRPTW,classical VRPTW baseline; no charging optimization,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,0,5,3,200.0,58.34826475568918,27.784887978899608,55.569775957799216,1.05,1.0,EUC_2D (unrounded Euclidean distance),2,151.1487994612179,151.1487994612179,151.1487994612179,0.0,0.0,invalid,False,False,156.08206946417084,,,,,,,,,0.0014762920000066515,0.0014760000000251239,0.0014762920000066515,,,,,,,,,,,,,,,,,119.171875,battery depleted on leg 2 (C75->C91) | battery depleted on leg 3 (C91->C95) | battery depleted on leg 4 (C95->D0) | battery depleted on leg 3 (C28->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/stress-r105C5_battery_stress-or_tools_vrptw-0.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/stress-r105C5_battery_stress-or_tools_vrptw-0.json,1,30.0
stress-r105C5_battery_stress-ga_vrptw-2014,2026-07-12T17:10:04.229839+00:00,2026-07-12T17:10:04.325840+00:00,Stress,r105C5_battery_stress,r105C5,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2014,5,3,200.0,58.34826475568918,27.784887978899608,55.569775957799216,1.05,1.0,EUC_2D (unrounded Euclidean distance),4,182.00669045105784,182.00669045105784,182.00669045105784,0.0,0.0,invalid,False,False,156.08206946417084,,,,,,,,,0.09599829199942178,0.09591899999998077,0.09599829199942178,,,,,,,,,,,,,,,,,119.171875,battery depleted on leg 2 (C78->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/stress-r105C5_battery_stress-ga_vrptw-2014.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/stress-r105C5_battery_stress-ga_vrptw-2014.json,1,30.0
stress-r105C5_battery_stress-ga_vrptw-2015,2026-07-12T17:10:04.338110+00:00,2026-07-12T17:10:04.433377+00:00,Stress,r105C5_battery_stress,r105C5,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2015,5,3,200.0,58.34826475568918,27.784887978899608,55.569775957799216,1.05,1.0,EUC_2D (unrounded Euclidean distance),4,182.00669045105784,182.00669045105784,182.00669045105784,0.0,0.0,invalid,False,False,156.08206946417084,,,,,,,,,0.0952648330021475,0.09519399999999223,0.0952648330021475,,,,,,,,,,,,,,,,,119.171875,battery depleted on leg 2 (C78->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/stress-r105C5_battery_stress-ga_vrptw-2015.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/stress-r105C5_battery_stress-ga_vrptw-2015.json,1,30.0
stress-r105C5_battery_stress-ga_vrptw-2016,2026-07-12T17:10:04.445377+00:00,2026-07-12T17:10:04.541029+00:00,Stress,r105C5_battery_stress,r105C5,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2016,5,3,200.0,58.34826475568918,27.784887978899608,55.569775957799216,1.05,1.0,EUC_2D (unrounded Euclidean distance),4,182.00669045105784,182.00669045105784,182.00669045105784,0.0,0.0,invalid,False,False,156.08206946417084,,,,,,,,,0.0956501250002475,0.09556300000002693,0.0956501250002475,,,,,,,,,,,,,,,,,119.171875,battery depleted on leg 2 (C78->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/stress-r105C5_battery_stress-ga_vrptw-2016.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/stress-r105C5_battery_stress-ga_vrptw-2016.json,1,30.0
stress-rc105C5_battery_stress-or_tools_vrptw-0,2026-07-12T17:10:04.677594+00:00,2026-07-12T17:10:04.679039+00:00,Stress,rc105C5_battery_stress,rc105C5,OR_TOOLS_VRPTW,classical VRPTW baseline; no charging optimization,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,0,5,4,200.0,41.84220357485968,19.924858845171276,39.84971769034255,1.05,1.0,EUC_2D (unrounded Euclidean distance),2,227.18474246926607,227.18474246926607,227.18474246926607,0.0,0.0,invalid,False,False,265.09448589511715,,,,,,,,,0.0014421670020965394,0.0014370000000099026,0.0014421670020965394,,,,,,,,,,,,,,,,,119.1875,battery depleted on leg 2 (C11->C22) | battery depleted on leg 3 (C22->D0) | battery depleted on leg 1 (D0->C36) | battery depleted on leg 2 (C36->C55) | battery depleted on leg 3 (C55->C82) | battery depleted on leg 4 (C82->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/stress-rc105C5_battery_stress-or_tools_vrptw-0.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/stress-rc105C5_battery_stress-or_tools_vrptw-0.json,1,30.0
stress-rc105C5_battery_stress-ga_vrptw-2014,2026-07-12T17:10:04.690301+00:00,2026-07-12T17:10:04.789422+00:00,Stress,rc105C5_battery_stress,rc105C5,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2014,5,4,200.0,41.84220357485968,19.924858845171276,39.84971769034255,1.05,1.0,EUC_2D (unrounded Euclidean distance),5,280.8893884953158,280.8893884953158,280.8893884953158,0.0,0.0,invalid,False,False,265.09448589511715,,,,,,,,,0.09911795899824938,0.09903700000000981,0.09911795899824938,,,,,,,,,,,,,,,,,119.1875,battery depleted on leg 2 (C11->D0) | battery depleted on leg 2 (C22->D0) | battery depleted on leg 1 (D0->C36) | battery depleted on leg 2 (C36->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/stress-rc105C5_battery_stress-ga_vrptw-2014.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/stress-rc105C5_battery_stress-ga_vrptw-2014.json,1,30.0
stress-rc105C5_battery_stress-ga_vrptw-2015,2026-07-12T17:10:04.801550+00:00,2026-07-12T17:10:04.900907+00:00,Stress,rc105C5_battery_stress,rc105C5,GA_VRPTW,weak baseline; chromosome decoder has no exact station insertion,bd9787f5ab1df174246303e854e9be04d56fb270+dirty,2015,5,4,200.0,41.84220357485968,19.924858845171276,39.84971769034255,1.05,1.0,EUC_2D (unrounded Euclidean distance),5,280.8893884953158,280.8893884953158,280.8893884953158,0.0,0.0,invalid,False,False,265.09448589511715,,,,,,,,,0.09935691600185237,0.09921400000001768,0.09935691600185237,,,,,,,,,,,,,,,,,119.1875,battery depleted on leg 2 (C11->D0) | battery depleted on leg 1 (D0->C36) | battery depleted on leg 2 (C36->D0) | battery depleted on leg 2 (C22->D0),/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/raw/stress-rc105C5_battery_stress-ga_vrptw-2015.json,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/week05_advanced/solutions/stress-rc105C5_battery_stress-ga_vrptw-2015.json,1,30.0
